,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
21439,60,3,93272,8,4,2,11,0,4,1,60,38,0
21352,23,2,293565,7,6,4,5,1,4,1,40,38,0
26576,24,2,229773,1,10,2,2,0,4,1,35,38,0
9492,27,2,131679,4,11,0,11,1,4,0,40,38,0
21343,19,2,206777,0,9,4,5,2,4,1,40,38,0
651,45,2,242552,1,10,4,11,1,2,1,40,38,0
9639,42,2,349884,7,6,2,2,0,4,1,35,38,0
25514,50,2,146429,0,9,2,2,0,4,1,40,38,0
17370,31,2,61308,7,6,4,7,1,4,1,40,38,0
29639,45,2,172822,0,9,2,6,0,4,1,52,38,0
13135,52,2,139347,0,9,2,13,5,4,0,40,38,0
12672,42,2,175526,0,9,2,6,0,4,1,40,38,0
23369,46,2,197332,3,14,2,9,0,4,1,46,38,1
25686,42,2,303388,1,10,2,3,0,4,1,65,38,0
705,32,2,283268,7,6,5,7,4,4,0,42,38,0
10142,37,2,127961,0,9,4,6,1,4,1,40,38,0
19356,45,1,127678,4,11,2,10,0,4,1,60,38,0
4667,44,2,275094,14,2,4,7,3,4,1,10,38,0
4927,63,2,361631,3,14,5,9,1,4,0,40,38,0
304,58,4,321171,0,9,2,5,0,4,1,40,38,0
2558,44,3,133060,1,10,0,6,1,4,1,60,38,0
27753,38,2,64879,1,10,0,11,1,4,0,40,38,0
24282,46,2,251474,2,13,2,3,0,4,1,60,38,1
22257,65,5,29276,8,4,6,7,2,4,0,24,38,0
28695,57,2,301514,0,9,2,11,0,4,1,40,38,0
26486,44,2,163331,1,10,6,0,4,4,0,32,38,0
20665,42,2,227466,0,9,4,7,2,2,1,40,38,0
20472,22,2,168187,1,10,4,7,4,4,0,50,38,0
23613,41,2,204415,2,13,2,11,0,4,1,48,38,1
5961,36,2,166304,0,9,2,13,0,4,1,33,38,0
4535,40,2,168538,0,9,2,11,0,4,1,60,38,0
18507,37,2,151771,8,4,2,2,0,4,1,40,38,0
19605,36,2,162424,0,9,2,2,0,4,1,45,38,0
14738,56,2,110003,3,14,2,9,0,4,1,40,38,1
19208,22,2,195075,1,10,4,7,3,4,0,38,38,0
20791,36,2,336367,6,12,4,3,4,4,1,50,38,0
3686,31,2,163303,4,11,0,11,3,4,0,38,38,0
5724,36,2,383518,1,10,2,0,5,2,0,40,38,0
8342,20,2,406641,0,9,4,0,1,4,0,30,38,0
364,27,2,301302,2,13,4,2,1,4,1,50,38,0
6604,35,2,170617,0,9,4,6,4,2,0,48,38,0
23101,62,5,198686,0,9,2,7,0,4,1,40,38,0
5181,32,4,174789,2,13,2,9,0,4,1,50,38,1
5487,28,2,53063,2,13,2,3,0,4,1,45,38,1
11787,21,2,230429,0,9,4,2,1,4,1,35,38,0
16069,65,2,209831,4,11,2,0,5,4,0,40,38,0
15226,36,5,210830,3,14,4,9,3,4,0,30,38,0
28497,31,2,33124,9,15,4,9,1,4,0,99,38,0
27498,34,2,100593,1,10,0,9,4,4,0,6,38,0
1338,41,3,94113,9,15,2,9,0,4,1,60,38,1
10277,29,2,351324,1,10,4,11,4,4,0,40,38,0
13495,60,3,336188,9,15,2,9,0,4,1,80,38,1
10920,36,5,108320,3,14,0,9,4,4,1,30,38,0
27188,43,5,30824,1,10,0,0,1,4,0,40,38,0
824,47,2,341995,1,10,0,11,3,4,1,55,38,0
26362,55,4,100569,0,9,5,4,4,4,0,55,38,0
20110,42,2,197522,1,10,5,6,4,2,0,40,38,0
29594,68,2,145638,1,10,0,11,1,4,0,40,38,0
408,29,2,363425,2,13,4,9,1,4,1,40,38,0
20505,29,2,114158,1,10,4,9,1,4,0,40,38,0
9163,36,2,423711,0,9,2,6,0,4,1,45,38,0
8118,36,2,91037,0,9,2,0,5,4,0,40,38,0
3089,51,2,138847,2,13,2,3,0,4,1,40,38,1
6928,33,2,121966,0,9,0,0,1,4,0,40,38,0
20745,50,2,168212,3,14,2,2,0,4,1,45,38,1
12776,59,2,162136,1,10,0,6,1,4,1,56,38,0
11635,65,2,170012,2,13,2,0,0,4,1,34,38,1
24626,21,2,169699,0,9,4,0,1,4,0,40,38,0
14639,45,3,84324,6,12,2,9,0,4,1,50,38,0
19860,55,0,169133,2,13,0,9,4,4,1,40,38,0
410,24,0,191073,0,9,4,1,3,4,1,40,38,0
5474,38,5,107164,1,10,5,3,3,4,1,40,38,0
23023,46,3,285335,1,10,2,11,0,4,1,60,38,0
20861,39,1,112284,3,14,0,9,1,4,0,40,38,0
2985,30,2,91145,0,9,4,5,4,4,1,55,38,0
25727,38,2,192939,0,9,0,2,4,4,1,40,38,0
4489,54,2,86837,0,9,2,2,0,1,1,40,38,0
2824,18,2,130849,1,10,4,11,3,4,0,15,38,0
9261,45,2,161819,5,7,5,0,4,2,0,25,38,0
6921,51,1,146325,12,16,2,9,0,4,1,40,38,1
16382,31,2,121768,6,12,0,0,4,4,0,35,30,0
19666,58,3,258883,2,13,2,9,0,4,1,60,38,1
21514,49,4,189123,0,9,2,2,0,4,1,50,38,0
2912,43,4,198096,3,14,2,11,0,4,1,60,38,1
10037,49,1,226871,0,9,2,6,0,2,1,40,38,0
29315,29,2,82393,0,9,2,7,3,1,1,25,29,0
26866,50,2,269095,0,9,0,0,1,4,0,40,38,0
24564,34,2,168906,6,12,0,0,3,4,0,35,38,0
23041,54,2,143822,1,10,2,2,0,4,1,45,38,0
24165,34,2,226443,9,15,2,9,0,4,1,55,38,1
28966,42,2,180019,0,9,4,7,1,4,0,65,38,0
21501,35,4,37778,4,11,2,4,0,4,1,55,38,0
19156,35,4,127930,0,9,3,4,1,4,1,60,38,0
13467,47,0,31339,1,10,2,0,0,4,1,40,38,0
3298,27,3,153546,4,11,2,7,5,4,0,36,38,0
4738,27,2,133937,3,14,4,11,3,4,1,40,38,0
13103,32,2,396745,2,13,2,9,0,4,1,48,38,1
18051,41,2,217455,0,9,0,0,4,4,0,40,38,0
24557,52,2,163678,0,9,2,13,0,4,1,55,38,0
19523,36,0,47310,1,10,0,3,4,2,0,40,38,0
10436,39,4,29874,1,10,5,2,1,4,1,60,38,0
25811,22,2,210781,2,13,4,0,3,4,0,40,38,0
26599,71,2,97870,3,14,0,9,1,4,0,15,10,0
2656,21,2,108670,0,9,4,9,1,4,0,40,38,0
12752,36,2,163290,1,10,0,11,4,4,0,40,38,0
907,63,2,254907,4,11,0,7,1,4,0,20,38,0
29024,39,2,104089,4,11,2,2,0,4,1,50,38,0
4154,20,2,174391,0,9,4,5,3,4,0,40,38,0
4853,47,4,236111,1,10,2,9,0,3,1,55,38,0
21211,19,2,123718,1,10,4,11,3,4,0,20,38,0
26569,29,2,176760,9,15,4,9,1,1,1,55,38,0
6395,21,2,116788,0,9,4,2,3,4,1,40,38,0
23188,39,2,176101,2,13,2,2,0,4,1,40,38,1
24463,39,2,80638,1,10,2,7,0,1,1,84,38,0
8618,22,2,370548,4,11,4,2,1,4,1,30,38,0
17003,26,2,463194,0,9,2,2,0,4,1,40,38,0
24829,62,2,77884,13,3,2,4,0,1,1,40,29,0
26829,81,2,129338,8,4,2,13,0,4,1,10,38,0
9595,38,2,222450,1,10,5,3,4,4,1,40,38,0
26286,47,2,420986,2,13,2,3,0,4,1,40,38,1
11133,25,2,248313,4,11,4,0,1,4,0,40,38,0
15605,21,2,190968,0,9,4,6,3,4,1,40,38,0
25251,30,2,110622,2,13,0,3,1,1,0,40,2,0
23920,64,2,169482,1,10,3,3,4,4,0,40,38,0
20000,43,2,281138,0,9,5,6,1,4,0,40,38,0
20752,39,5,122011,3,14,2,9,5,4,0,38,38,0
7239,36,2,156400,1,10,0,0,4,4,0,40,38,0
23990,42,2,89413,11,8,4,4,3,4,1,40,38,0
3254,39,1,57424,2,13,0,0,4,4,0,35,38,0
13711,33,2,105370,0,9,0,10,1,4,1,70,38,0
26579,49,1,119904,2,13,2,9,5,4,0,30,38,0
23548,45,1,53123,5,7,2,7,5,4,0,25,38,0
1247,23,2,181820,1,10,4,6,3,4,1,40,38,0
14957,39,2,150057,3,14,4,11,1,4,1,50,38,0
24176,17,2,225507,5,7,4,5,1,2,0,15,38,0
12652,64,5,223830,10,5,4,0,1,4,0,38,38,0
27357,25,2,148300,1,10,4,7,3,4,0,35,38,0
8006,50,2,24013,1,10,2,3,0,4,1,84,38,0
15212,35,2,105138,2,13,2,12,0,4,1,40,38,1
5387,41,1,111891,8,4,4,7,4,2,0,40,38,0
3868,35,2,169638,1,10,0,11,4,4,0,36,38,0
11280,27,2,183523,2,13,4,3,1,4,1,45,38,0
8810,27,5,146243,1,10,5,7,1,4,0,30,38,0
6253,28,2,243762,5,7,5,2,4,4,0,40,38,0
23716,28,2,288598,0,9,2,2,0,4,1,35,38,0
3695,36,2,183612,0,9,2,9,0,4,1,40,38,0
4844,19,2,42750,1,10,4,5,1,4,1,55,38,0
28182,33,2,225507,7,6,4,7,3,4,0,25,38,0
20633,42,2,246011,2,13,2,9,5,4,0,55,38,0
19882,26,2,113571,0,9,4,13,1,4,1,70,38,0
23294,48,2,149210,2,13,0,11,1,2,1,40,38,0
20529,42,2,165599,0,9,2,5,0,4,1,40,38,0
1282,54,4,114758,3,14,2,11,0,4,1,50,38,1
18974,43,0,114537,2,13,2,9,0,4,1,40,38,1
23986,31,2,165949,0,9,0,7,4,4,0,40,38,0
15607,31,2,330715,0,9,5,7,1,4,1,40,38,0
15693,62,2,109190,2,13,2,3,0,4,1,40,38,1
26799,20,2,218215,1,10,4,11,3,4,0,30,38,0
25739,57,2,103540,13,3,2,13,0,2,1,50,38,0
13900,36,3,77146,2,13,2,11,0,4,1,45,38,1
16054,47,2,102308,3,14,2,3,0,4,1,50,38,1
17420,35,4,157473,0,9,2,2,0,4,1,40,38,0
18348,45,2,246431,2,13,4,9,1,4,1,30,38,0
76,59,2,159937,0,9,2,11,0,4,1,48,38,0
7572,37,2,108140,3,14,2,3,0,4,1,45,38,1
10580,41,2,120277,2,13,4,2,1,4,1,40,38,0
4047,21,2,214716,1,10,4,0,3,4,0,10,38,0
29230,26,2,491862,4,11,4,3,1,2,0,40,38,0
2723,75,2,188612,0,9,6,0,1,4,0,40,38,0
5371,35,2,37314,1,10,2,2,0,4,1,40,38,0
20572,18,1,152182,7,6,4,10,3,4,0,6,38,0
5376,66,3,185369,7,6,2,11,0,4,1,30,38,0
28767,34,2,42900,2,13,2,3,0,4,1,50,38,1
1014,45,3,149865,2,13,2,6,0,4,1,60,38,1
20569,56,2,155657,8,4,0,6,1,4,0,20,40,0
12582,42,2,208875,1,10,2,3,5,4,0,40,7,0
16409,36,2,279721,0,9,2,13,0,4,1,40,38,0
27581,21,2,118712,0,9,4,2,4,4,1,35,38,0
2292,26,2,181666,0,9,4,5,3,4,0,40,38,0
26977,28,2,215211,0,9,2,11,0,4,1,50,38,0
19738,34,2,111746,0,9,5,2,1,4,1,45,31,0
18982,79,1,146244,12,16,6,9,4,4,0,40,38,0
971,30,4,106742,11,8,2,13,0,4,1,75,38,0
19267,47,5,199512,2,13,2,3,0,4,1,40,38,1
25579,75,3,81534,0,9,6,11,2,1,1,35,38,0
3135,52,4,194791,1,10,2,2,0,4,1,40,38,0
29744,32,3,209691,2,13,2,2,0,4,1,50,1,1
681,55,4,200939,0,9,2,13,0,4,1,72,38,0
22849,35,2,144608,0,9,2,6,0,4,1,40,38,0
3147,39,1,357173,6,12,0,9,1,4,1,59,38,0
8281,38,1,421446,2,13,2,3,0,2,1,50,38,1
20387,36,2,109133,0,9,2,2,0,4,1,40,38,0
27618,35,2,109351,2,13,4,11,1,4,0,45,38,0
14200,18,2,133055,0,9,4,7,3,4,0,30,38,0
13638,37,1,269300,1,10,3,0,4,2,0,27,38,0
643,19,2,475028,0,9,4,11,3,4,0,20,38,0
29810,58,2,250206,7,6,2,2,0,4,1,40,38,0
21594,45,2,168038,2,13,0,11,1,4,1,60,38,0
10146,48,4,32825,0,9,2,2,0,4,1,40,38,0
756,30,2,129227,0,9,6,0,1,4,0,40,38,0
24743,29,2,84560,0,9,4,5,3,4,1,40,38,0
15426,22,2,203182,2,13,4,3,4,4,0,30,38,0
17109,29,2,250819,1,10,4,0,1,4,0,40,38,0
8158,31,2,119432,2,13,2,11,0,4,1,40,38,1
23919,57,1,343447,0,9,0,10,1,4,0,40,38,0
5565,31,2,34572,2,13,2,11,0,4,1,55,38,1
21268,20,2,215232,1,10,4,3,3,4,0,10,38,0
968,52,4,44728,1,10,2,11,0,4,1,55,38,0
15847,45,2,204057,2,13,0,0,4,4,0,40,10,0
3581,23,2,495888,0,9,4,7,1,4,1,40,7,0
12456,66,3,220543,0,9,2,0,5,4,0,40,38,0
10066,20,2,146706,1,10,2,11,2,4,0,30,38,0
24652,23,2,201682,2,13,2,0,2,4,0,40,38,0
13979,18,2,400616,1,10,4,0,3,4,1,40,38,0
11928,38,2,64875,1,10,4,4,4,4,1,60,38,0
849,42,2,274198,13,3,2,6,5,4,0,38,25,0
26257,37,2,95855,0,9,0,10,4,4,0,40,38,0
16620,23,2,140798,2,13,4,0,1,4,0,40,38,0
17885,27,2,199172,2,13,4,10,3,4,0,40,38,0
8609,32,2,188246,0,9,0,2,3,4,1,40,38,0
28020,74,4,109101,1,10,2,3,0,4,1,4,38,0
9138,22,2,121471,5,7,4,11,1,4,0,40,38,0
26613,63,2,31389,5,7,4,4,1,4,1,12,38,0
12412,36,2,112264,0,9,2,13,0,4,1,50,38,0
28079,29,2,201022,2,13,2,3,5,4,0,50,38,0
24925,45,2,140644,12,16,0,9,1,4,1,45,38,0
22953,59,4,170411,8,4,2,13,0,4,1,40,38,0
4877,49,2,155489,2,13,2,2,0,4,1,40,38,1
11308,54,2,108435,0,9,2,0,0,4,1,20,38,0
7002,36,2,172256,0,9,2,6,0,4,1,44,38,0
5868,33,2,86492,0,9,4,13,1,4,1,87,38,0
10212,43,2,216042,1,10,0,12,3,4,0,72,38,0
3463,40,5,119578,2,13,4,9,4,4,0,20,38,0
20717,45,2,129371,10,5,5,7,4,3,0,40,37,0
14299,36,2,166549,1,10,2,0,0,4,1,40,38,0
14937,50,2,31621,0,9,2,2,0,4,1,40,38,0
16846,52,2,155233,1,10,0,0,4,4,0,40,38,0
25034,21,2,275190,1,10,4,11,3,4,0,20,38,0
17988,46,2,251786,14,2,5,7,1,4,0,40,25,0
27332,20,2,227491,0,9,4,11,1,1,0,25,38,0
1637,39,2,238415,2,13,2,3,0,4,1,50,38,1
18932,22,2,113936,1,10,4,5,3,4,1,40,38,0
18243,35,2,62333,2,13,4,9,1,4,0,40,38,0
22985,36,2,245521,8,4,2,4,0,4,1,35,25,0
17828,40,5,390781,0,9,0,7,1,2,0,48,38,0
28193,51,2,84278,2,13,2,9,0,4,1,55,38,1
11242,33,2,106670,2,13,2,9,5,4,0,40,38,0
19949,18,2,192485,11,8,4,5,3,2,1,20,38,0
20252,28,2,46987,4,11,4,12,3,4,0,36,38,0
29616,29,2,358124,0,9,4,7,2,2,0,52,38,0
15896,19,2,271446,1,10,4,7,3,4,0,25,38,0
23341,28,2,161087,1,10,4,3,1,2,0,45,22,0
23584,28,2,452808,7,6,4,5,1,4,1,40,38,0
25316,27,2,288229,2,13,4,0,3,1,0,50,24,0
3366,51,2,255412,2,13,2,3,0,4,1,50,9,1
7721,43,2,194773,1,10,4,7,1,4,0,40,38,0
11602,35,2,54159,0,9,2,2,0,4,1,38,38,0
29179,34,2,85355,2,13,4,0,3,4,1,40,38,0
14542,39,2,382802,7,6,6,6,1,2,1,40,38,0
7710,42,2,147099,0,9,0,7,4,4,0,30,38,0
14592,58,2,197114,5,7,2,2,0,4,1,40,38,0
8094,34,2,37380,0,9,3,6,4,4,0,40,38,0
2808,69,1,122850,7,6,2,3,0,4,1,20,38,0
20490,23,2,204641,7,6,4,5,4,4,1,50,38,0
20483,55,2,171242,0,9,0,3,1,4,1,60,38,0
9039,58,2,51499,4,11,2,2,0,4,1,40,38,0
18049,43,5,310969,9,15,2,9,0,2,1,40,38,1
2347,25,2,63062,1,10,4,4,3,4,1,60,38,0
29385,22,5,124942,1,10,4,7,3,4,1,45,38,0
20243,33,2,280923,8,4,2,5,0,4,1,40,25,0
23770,45,2,187969,4,11,4,11,1,4,0,38,38,0
29388,34,3,154227,1,10,4,11,1,4,1,75,38,0
27876,42,2,261929,2,13,2,3,0,4,1,40,38,1
11072,42,1,199095,4,11,6,9,4,2,0,40,38,0
13389,25,2,60358,2,13,4,3,3,4,1,40,38,0
2719,37,4,29814,0,9,4,4,3,4,1,85,38,0
2467,46,1,377622,0,9,2,7,0,4,1,40,38,0
12074,19,1,202184,1,10,4,0,3,4,1,15,38,0
24895,52,2,156953,0,9,2,5,0,4,1,40,38,0
22958,37,2,89559,0,9,2,0,5,4,0,40,38,0
20009,33,2,204494,1,10,2,3,0,4,1,56,38,0
4624,48,4,121124,1,10,2,9,0,4,1,35,38,0
18525,29,2,285419,11,8,4,12,1,4,1,40,38,0
16443,62,2,69867,4,11,2,9,0,4,1,50,38,0
27141,26,2,253841,0,9,4,5,1,4,1,45,38,0
10478,32,2,360593,0,9,0,11,4,2,0,30,38,0
8535,38,2,233194,0,9,2,11,0,2,1,40,38,0
16909,74,3,228075,1,10,2,3,0,4,1,25,38,0
30015,42,2,161510,2,13,2,11,0,4,1,40,38,1
15695,27,2,29732,2,13,4,9,1,4,0,36,38,0
11818,24,2,112459,3,14,4,9,1,4,0,45,38,0
11603,39,2,113481,2,13,2,3,0,4,1,45,38,1
7435,48,4,100931,1,10,4,0,1,4,1,40,38,0
27562,46,2,270565,4,11,2,9,0,4,1,60,38,0
20635,56,4,66356,1,10,2,4,0,4,1,50,38,0
16259,64,0,301383,6,12,2,3,0,4,1,45,38,0
3025,25,2,201413,1,10,4,7,4,2,0,40,38,0
16606,37,2,151835,9,15,2,11,0,4,1,45,38,1
8398,59,2,232672,3,14,2,3,0,4,1,40,38,1
13000,24,2,353010,2,13,4,0,1,4,1,10,38,0
12341,30,2,43953,0,9,4,0,2,4,0,40,38,0
1169,28,2,150296,6,12,4,7,1,4,0,80,38,0
25150,25,2,108505,0,9,4,5,1,4,1,45,38,0
10706,40,2,119101,1,10,2,2,0,4,1,40,38,0
21152,29,2,29361,0,9,4,7,1,4,0,38,38,0
4247,40,4,209833,1,10,2,2,0,4,1,60,38,0
8511,49,2,298659,0,9,2,11,0,4,1,15,25,0
4491,43,2,116852,0,9,2,3,5,4,0,36,31,0
5958,37,2,246677,0,9,5,9,4,4,0,38,38,0
12949,44,2,134120,0,9,2,0,5,4,0,40,38,0
13604,47,4,213745,1,10,0,7,4,4,0,45,38,0
13645,31,2,188096,2,13,4,9,1,4,0,72,38,0
21765,48,2,107373,7,6,2,13,0,4,1,40,38,0
3281,68,5,235882,12,16,2,9,0,4,1,60,38,1
24714,41,2,171234,1,10,0,0,1,4,0,55,38,0
24729,40,1,99185,6,12,2,10,0,4,1,40,38,0
1919,42,2,121287,0,9,0,6,1,4,1,45,38,0
11043,42,4,201520,0,9,2,2,0,4,1,45,38,0
423,38,2,351299,1,10,2,13,0,2,1,50,38,0
15022,28,4,54683,1,10,4,2,1,4,1,40,38,0
3033,27,2,249315,1,10,4,11,1,4,1,44,38,0
4837,50,2,343847,0,9,2,10,0,4,1,38,38,0
29472,43,2,346321,3,14,2,9,0,4,1,45,38,1
7709,39,1,134367,0,9,4,0,3,4,0,35,38,0
20165,17,2,207637,5,7,4,5,3,4,1,10,38,0
10351,48,2,180446,7,6,2,6,0,2,1,40,38,0
23305,39,2,50700,0,9,2,9,0,4,1,40,38,0
25869,27,2,219863,0,9,2,13,0,4,1,40,38,0
8611,40,2,144594,0,9,2,0,0,4,1,40,38,0
5928,21,2,133471,1,10,4,3,3,4,1,40,38,0
23394,24,5,330836,0,9,2,10,0,4,1,40,38,0
9177,33,2,345277,2,13,4,12,1,4,0,45,38,0
13001,42,1,70655,0,9,0,4,1,4,1,40,38,0
332,26,4,117125,10,5,2,2,0,4,1,40,31,0
2222,55,4,59469,10,5,2,4,0,4,1,25,38,0
7924,53,2,200190,6,12,2,11,0,4,1,80,38,0
29795,36,5,135874,2,13,2,11,0,4,1,40,38,1
27788,31,5,193565,3,14,4,12,1,4,1,40,38,0
18707,47,0,380127,0,9,4,3,1,4,0,40,38,0
25144,42,2,149210,2,13,2,9,0,4,1,45,38,1
17341,49,2,233639,5,7,2,7,0,4,1,50,38,0
25611,44,3,118212,2,13,2,3,0,4,1,70,38,1
12153,24,5,275421,1,10,4,6,3,4,0,40,38,0
9969,47,2,140045,0,9,5,0,4,4,0,40,38,0
9700,29,2,309463,10,5,2,2,0,4,1,40,38,0
7917,59,4,32537,0,9,2,4,0,4,1,40,38,0
19913,28,4,282398,0,9,0,2,1,4,1,35,38,0
28029,50,4,89737,1,10,2,2,0,4,1,48,38,0
6462,40,2,99434,0,9,2,7,5,4,0,12,38,0
5421,48,2,186203,0,9,2,7,0,4,1,50,38,0
3833,63,2,154526,1,10,6,7,1,4,0,40,38,0
26345,28,2,182344,0,9,4,7,1,2,1,40,38,0
10780,28,2,337378,0,9,2,2,0,4,1,40,38,0
22062,25,2,95691,0,9,4,7,4,4,0,30,3,0
22803,46,1,121124,2,13,2,10,0,4,1,40,38,1
28952,45,2,304570,2,13,2,3,0,1,1,60,2,1
9552,47,1,93476,2,13,5,9,1,4,0,70,38,0
28525,29,3,206903,9,15,2,9,0,4,1,55,38,1
21183,29,5,243875,4,11,0,0,3,4,1,40,38,0
12775,30,2,54929,0,9,2,11,0,4,1,55,38,0
23868,25,2,312338,4,11,4,2,4,0,1,40,38,0
22646,27,2,140863,0,9,4,13,1,4,1,60,38,0
11864,18,2,243240,0,9,4,6,1,4,1,37,38,0
173,41,4,143129,2,13,0,3,1,4,0,40,38,0
20738,52,2,164530,5,7,0,6,1,2,0,20,38,0
7504,52,4,162381,0,9,0,11,1,4,1,40,38,0
5150,44,2,476391,1,10,0,4,1,4,0,40,38,0
22721,37,2,193855,0,9,2,2,0,4,1,50,38,0
12659,55,4,76901,6,12,2,3,0,4,1,55,38,0
16031,25,2,217006,5,7,2,6,0,4,1,40,38,0
5203,35,2,112271,3,14,2,0,0,4,1,40,38,1
985,22,1,34029,2,13,4,9,3,4,0,20,38,0
24913,41,2,178431,0,9,2,2,0,1,1,40,35,0
3335,41,2,89226,0,9,0,2,1,4,1,40,38,0
6741,60,1,232769,5,7,2,13,0,4,1,20,38,0
17787,35,2,172694,0,9,2,6,0,2,1,40,38,0
23238,33,2,1161363,1,10,5,12,4,4,0,50,3,0
13271,75,2,191446,14,2,2,7,2,2,0,16,38,0
11180,65,4,37092,4,11,2,4,0,4,1,25,38,0
22104,29,2,270421,2,13,2,2,0,4,1,50,38,1
5235,43,4,145441,9,15,2,9,0,4,1,30,38,1
13031,37,2,151764,1,10,2,3,0,4,1,50,38,0
8458,23,2,235894,5,7,2,3,0,4,1,55,38,0
18879,28,2,205337,0,9,2,6,0,4,1,40,38,0
15506,33,2,129707,2,13,4,0,1,4,1,60,38,0
21568,22,2,127768,1,10,4,7,3,4,1,32,38,0
28632,30,0,127610,2,13,4,0,1,4,0,35,38,0
15780,24,1,161092,0,9,4,7,3,4,1,40,38,0
28876,52,2,386397,2,13,2,3,0,4,1,45,38,1
7862,41,2,111891,0,9,5,6,2,2,0,40,38,0
10086,33,2,183612,0,9,2,6,0,4,1,40,38,0
26309,35,1,231180,0,9,2,13,0,4,1,45,38,0
20782,59,2,138370,7,6,3,10,1,1,1,40,18,0
1225,51,2,146767,4,11,2,9,0,4,1,40,38,0
18392,26,2,109570,1,10,5,11,4,4,0,35,38,0
21618,21,2,148444,1,10,4,11,3,4,0,25,38,0
21536,44,2,157236,1,10,3,5,4,4,1,40,30,0
10877,31,5,29152,11,8,2,7,5,4,0,40,38,0
2796,61,2,123273,13,3,0,13,1,4,1,56,38,0
4812,29,4,164607,0,9,2,2,0,4,1,40,38,0
15751,38,1,236687,1,10,4,9,3,4,1,40,38,0
20555,31,2,397467,0,9,2,2,0,4,1,40,38,0
29260,48,2,41504,0,9,2,13,0,4,1,40,38,0
18817,26,4,151626,0,9,4,9,3,2,0,40,38,0
29573,40,2,101593,2,13,2,9,0,4,1,50,38,1
24115,38,4,34180,1,10,2,4,0,4,1,35,38,0
29854,21,2,122348,1,10,4,12,3,4,0,35,38,0
21472,22,2,54825,0,9,4,11,1,4,1,40,38,0
8257,40,2,221172,6,12,2,3,0,4,1,50,38,0
24204,46,2,63299,0,9,2,7,0,4,1,50,38,0
445,43,4,170721,1,10,2,2,0,4,1,20,38,0
13230,45,2,186473,0,9,0,0,4,4,0,40,38,0
10661,40,2,226505,0,9,2,0,5,4,0,46,38,0
2006,35,4,207568,8,4,2,4,0,4,1,75,38,0
10782,48,2,227714,2,13,2,11,0,4,1,60,38,1
27727,36,1,103886,1,10,0,5,1,4,1,50,38,0
285,46,2,83082,6,12,4,9,1,4,0,33,38,0
13317,75,3,125197,0,9,2,0,0,4,1,26,38,0
11910,39,2,114251,0,9,2,2,0,4,1,40,38,0
6855,46,2,114032,1,10,2,12,0,4,1,45,38,0
16668,33,2,181091,7,6,0,2,1,4,1,35,8,0
8834,26,2,275703,1,10,2,11,0,4,1,40,38,0
6429,56,2,198388,0,9,0,0,1,4,0,40,38,0
14168,33,2,205950,0,9,4,7,3,4,1,40,38,0
29561,32,2,127451,1,10,2,9,0,4,1,38,38,0
20402,42,1,281315,2,13,4,9,1,4,1,50,38,0
3036,39,2,352248,6,12,2,0,0,4,1,40,38,0
18603,43,2,163455,0,9,2,2,0,4,1,40,38,0
23825,24,2,418405,0,9,2,2,0,4,1,40,38,0
3337,32,2,180296,1,10,0,0,4,4,0,40,38,0
29275,26,2,336404,0,9,2,10,0,4,1,40,38,0
14020,25,0,406955,0,9,4,0,2,4,0,40,38,0
13647,20,2,110998,1,10,4,0,3,1,0,30,38,0
28671,34,2,340880,0,9,2,9,0,4,1,60,29,0
10878,33,2,79303,0,9,2,4,0,4,1,45,38,0
7259,49,5,122177,1,10,2,6,0,4,1,40,38,0
22730,38,2,208379,2,13,4,6,1,4,0,8,38,0
15882,44,2,175943,2,13,2,9,5,4,0,20,38,0
7514,45,2,114032,9,15,2,9,0,4,1,60,38,1
20160,60,2,210064,0,9,0,10,1,4,1,40,38,0
3228,62,4,192236,2,13,0,9,1,4,0,40,38,0
15778,30,2,141118,4,11,4,0,1,4,0,40,38,0
24784,42,2,210525,3,14,4,3,1,4,1,40,38,0
11762,58,2,183870,0,9,0,0,1,4,0,40,38,0
4585,40,2,227236,0,9,2,11,0,4,1,50,38,0
10444,67,3,116986,11,8,2,3,0,4,1,20,38,0
29177,48,2,46677,6,12,0,3,4,4,0,42,38,0
29913,24,2,34568,4,11,4,13,1,4,1,40,38,0
28657,56,2,107165,0,9,2,5,0,4,1,18,38,0
11584,46,5,30219,1,10,2,3,0,4,1,38,38,0
10911,45,2,331643,1,10,2,2,0,4,1,40,38,0
265,41,2,220531,9,15,2,9,0,4,1,60,38,1
14438,47,2,162741,6,12,2,9,5,2,0,40,38,0
22200,29,0,184723,1,10,4,7,1,4,0,40,38,0
20495,30,2,227146,2,13,2,11,0,4,1,40,38,1
2559,64,2,258006,1,10,6,0,1,4,0,40,4,0
23371,21,2,197918,0,9,4,13,3,4,1,40,38,0
16295,22,2,436798,1,10,2,12,0,4,1,40,38,0
2573,18,2,387568,7,6,4,11,3,4,1,10,38,0
27412,32,2,108116,2,13,2,3,0,4,1,60,38,1
25425,29,2,187188,3,14,4,3,1,1,1,60,38,0
7678,50,5,116211,9,15,2,3,0,4,1,52,38,1
8045,67,4,127543,7,6,2,4,0,4,1,80,38,0
25899,19,2,278115,1,10,4,7,3,4,1,12,38,0
4861,41,2,323790,0,9,0,5,4,4,1,55,38,0
